Species	NH13	NH16	NH17	NH23	NH25	NH30	NH34	NH36	NH46	NH5	NH50	NH53	NH61	NH65	NH69	NH71	NH73	NH75	NH76	NH77	RH1	RH10	RH11	RH12	RH13	RH14	RH15	RH16	RH17	RH18	RH19	RH2	RH20	RH21	RH22	RH23	RH24	RH25	RH26	RH27	RH28	RH29	RH3	RH30	RH31	RH32	RH33	RH34	RH35	RH36	RH37	RH39	RH4	RH40	RH41	RH42	RH43	RH44	RH45	RH46	RH47	RH48	RH49	RH5	RH50	RH51	RH52	RH53	RH54	RH55	RH56	RH57	RH58	RH6	RH63	RH64	RH7	RH8	RH9	T1	T10	T101AF	T102AF	T103AF	T104AF	T11	T12	T13	T13AF	T14	T15	T15AF	T16	T17	T18	T19	T2	T20	T21	T22	T23	T24	T24AF	T25	T26	T26AF	T27	T27AF	T28	T29	T29AF	T3	T30	T31	T32	T33	T34	T34AF	T35	T36	T37	T37AF	T38	T38AF	T39	T3AF	T4	T40	T40AF	T41	T42	T42AF	T43AF	T43be	T44be	T45AF	T45be	T46be	T47be	T48be	T49AF	T49be	T4AF	T5	T50AF	T50be	T51be	T53be	T54be	T55be	T56AF	T56be	T57AF	T57be	T58AF	T58be	T59AF	T59be	T6	T60be	T61AF	T61be	T62be	T63be	T64be	T65AF	T65be	T66be	T67be	T68be	T69AF	T69be	T7	T70be	T71AF	T71be	T72be	T73be	T74AF	T75AF	T77AF	T77be	T78AF	T79AF	T8	T80be	T81be	T82be	T83be	T85be	T86be	T87be	T88be	T89be	T9	T90be	T91be	T92be	T93be	T94be	T95be	T96be	T97be	T98be	T99be
Actinomyces_odontolyticus	2.958	NA	5.864	2.334	4.134	NA	NA	3.876	6.368	NA	NA	5.905	4.191	NA	NA	3.698	NA	5.047	NA	NA	3.233	3.497	NA	7.003	NA	6.42	NA	NA	NA	4.273	7.094	4.372	3.781	NA	NA	NA	3.315	NA	4.72	6.517	10.512	NA	5.089	6.584	15.412	9.183	4.607	6.045	4.642	NA	2.351	21.925	NA	2.825	3.958	NA	5.529	2.493	3.312	4.171	NA	5.47	NA	NA	7.693	11.572	NA	3.743	NA	3.497	5.742	NA	3.787	NA	3.213	8.14	4.137	NA	7.42	NA	NA	NA	6.066	NA	NA	NA	NA	NA	NA	NA	NA	4.826	NA	5.75	NA	NA	4.733	NA	NA	4.969	NA	4.424	4.093	5.296	4.624	NA	NA	NA	NA	NA	NA	NA	NA	4.513	13.75	NA	11.246	4.735	4.897	4.742	NA	NA	NA	NA	NA	7.975	NA	NA	NA	NA	4.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.886	NA	NA	3.146	4.769	NA	NA	5.9	5.595	NA	6.815	NA	NA	NA	5.846	NA	4.796	NA	NA	NA	NA	NA	13.559	5.719	7.334	NA	NA	5.247	NA	NA	4.336	NA	NA	5.409	4.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.708	4.784	5.583	6.458	NA	NA	NA	NA	4.334	2.859	NA	NA	NA	6.076	5.275	NA	NA	NA	4.686	NA
Actinomyces_sp._HMSC035G02	2.953	NA	5.274	2.234	2.917	2.486	2.37	2.724	4.908	1.831	2.128	4.796	2.401	1.968	3.074	2.749	3.324	3.707	1.878	1.766	2.116	2.269	NA	4.542	NA	3.782	2.206	NA	NA	2.83	4.838	3.025	2.378	NA	NA	2.469	1.88	1.782	3.377	6.579	8.008	NA	3.534	5.057	8.529	6.895	4.285	3.659	3.036	NA	1.524	20.524	2.411	2.534	2.911	NA	5.32	2.239	2.47	3.053	1.55	4.697	1.39	1.906	3.962	5.745	2.254	2.25	NA	3.051	3.252	1.676	2.849	NA	NA	5.173	3.716	NA	5.119	NA	2.867	2.126	3.694	2.747	2.896	NA	NA	2.162	3.233	NA	2.715	2.938	2.527	3.728	NA	3.183	3.074	2.789	NA	3.395	2.976	2.46	2.359	4.176	3.533	2.601	NA	2.961	2.164	NA	NA	NA	NA	3.545	11.469	NA	8.729	2.431	3.168	3.688	NA	2.228	2.321	2.72	NA	5.565	NA	2.616	3.049	NA	3.524	NA	3.052	2.401	2.553	NA	2.361	3.02	NA	NA	10.128	NA	NA	1.912	3.839	2.221	3.053	3.645	3.772	NA	4.974	1.89	NA	2.115	2.699	2.775	5.186	3.47	NA	2.79	2.616	NA	11.094	4.084	4.452	NA	4.544	3.325	3.938	NA	3.074	2.609	2.79	4.776	2.256	2.961	2.836	3.022	NA	NA	NA	2.275	NA	3.159	NA	3.138	2.796	4.015	4.44	3.402	3.285	2.241	NA	4.115	1.989	2.514	2.86	NA	4.325	4.274	2.74	2.215	NA	3.771	NA
Actinomyces_sp._HPA0247	5.137	NA	7.942	3.807	6.82	7.606	4.349	6.151	9.239	4.738	NA	9.267	6.985	4.197	4.147	5.948	NA	7.267	3.997	NA	5.663	5.41	NA	11.5	NA	9.999	NA	5.626	NA	7.711	10.774	7.001	6.387	NA	NA	NA	5.746	5.009	7.906	11.616	14.435	NA	7.093	10.902	29.051	16.302	8.12	9.299	7.384	NA	3.68	20.292	5.585	4.563	6.58	NA	7.459	3.695	4.939	7.09	2.354	7.055	NA	NA	13.334	20.164	5.67	5.897	NA	5.165	9.325	4.032	5.541	NA	5.239	13.765	6.457	5.288	12.821	NA	NA	NA	8.888	6.984	6.929	NA	NA	6.113	7.835	NA	NA	7.976	NA	8.441	NA	5.974	7.19	6.113	NA	7.921	6.32	6.927	6.525	7.683	7.48	NA	NA	NA	NA	NA	NA	NA	6.628	6.569	17.899	NA	16.041	7.739	7.211	7.112	NA	5.984	5.46	5.548	NA	12.56	NA	NA	6.106	5.102	6.19	NA	5.332	NA	5.051	NA	6.565	NA	NA	NA	22.978	NA	NA	4.768	6.896	3.396	7.091	9.016	8.838	5.817	9.784	5.144	NA	5.538	10.308	6.772	7.725	6.672	NA	NA	7.128	NA	16.878	8.57	11.759	NA	8.333	8.009	8.041	NA	7.096	6.139	NA	8.755	6.743	6.515	5.943	7.169	NA	NA	NA	5.702	5.608	7.275	NA	8.934	7.604	9.456	11.172	7.419	5.896	5.455	NA	7.146	4.78	6.908	6.262	6.634	9.08	6.522	6.228	NA	7.44	7.53	NA
Actinomyces_sp._ICM39	NA	NA	3.613	NA	2.116	NA	NA	2.033	4.041	NA	NA	3.279	NA	NA	NA	NA	NA	2.904	NA	NA	NA	NA	NA	3.791	NA	NA	NA	NA	NA	1.887	3.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.615	NA	3.383	3.322	7.632	4.582	2.038	3.565	NA	NA	NA	18.729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.124	NA	NA	NA	NA	2.997	NA	2.233	NA	NA	3.877	NA	NA	3.357	NA	NA	NA	3.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.829	NA	7.25	NA	2.487	NA	NA	NA	NA	NA	NA	3.935	NA	NA	NA	NA	2.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.642	NA	NA	NA	2.674	NA	NA	3.367	NA	NA	3.809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.828	NA	3.516	NA	NA	2.734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.074	2.796	2.477	2.969	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.59	4.021	NA	NA	NA	NA	NA
Actinomyces_sp._ICM54	NA	NA	3.905	NA	2.28	NA	NA	2.055	4.136	NA	NA	3.331	NA	NA	NA	NA	NA	2.882	NA	NA	NA	NA	NA	3.697	NA	2.893	NA	NA	NA	1.858	3.832	2.22	NA	NA	NA	NA	NA	NA	NA	NA	7.649	NA	3.396	3.306	7.418	4.402	NA	3.243	NA	NA	NA	20.131	NA	NA	NA	NA	NA	NA	2.002	NA	NA	4.128	NA	NA	3.258	5.076	NA	NA	NA	2.044	3.035	NA	2.295	NA	NA	3.89	NA	NA	3.333	NA	NA	NA	3.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.173	NA	NA	NA	NA	NA	2.45	NA	NA	NA	3.168	2.359	NA	NA	NA	NA	NA	NA	NA	NA	2.516	10.424	NA	7.566	NA	2.556	2.713	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	2.693	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.34	NA	NA	1.688	2.702	NA	NA	3.363	NA	NA	4.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.281	3.069	3.417	NA	NA	2.747	NA	NA	NA	NA	NA	2.636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.884	2.668	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.59	4.02	NA	NA	NA	NA	NA
Actinomyces_turicensis	3.158	NA	3.981	NA	4.277	4.422	NA	NA	4.444	NA	NA	6.177	4.281	2.707	NA	3.588	NA	4.363	2.9	NA	3.726	NA	NA	7.347	NA	NA	NA	3.538	NA	5.566	6.168	4.051	4.045	NA	NA	NA	3.58	3.53	4.728	8.566	6.77	NA	3.691	6.781	21.134	10.86	5.15	5.305	NA	NA	NA	4.459	NA	2.565	4.852	NA	3.37	NA	2.522	4.454	NA	3.279	NA	NA	8.484	14.084	NA	3.653	NA	2.987	5.918	NA	3.691	NA	3.619	8.583	NA	NA	7.865	NA	NA	NA	5.106	NA	NA	NA	NA	NA	4.688	NA	NA	4.836	NA	NA	NA	3.535	NA	NA	NA	4.722	NA	NA	3.584	NA	4.043	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.598	NA	7.939	5.062	NA	3.747	NA	NA	NA	NA	NA	8.103	NA	NA	3.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.674	NA	NA	NA	4.014	NA	NA	5.048	NA	NA	5.57	NA	NA	NA	7.314	NA	NA	NA	NA	NA	NA	NA	6.901	4.322	6.679	NA	NA	4.632	4.675	NA	3.791	NA	NA	NA	NA	4.113	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.464	4.578	5.3	6.948	4.299	NA	NA	NA	4.507	3.652	NA	NA	NA	4.558	NA	NA	NA	NA	4.324	NA
Acutalibacter_muris	8.615	7.754	8.475	5.819	8.166	10.476	8.641	9.718	6.277	7.833	9.149	5.773	6.762	6.839	9.051	11.118	7.926	6.375	4.233	5.236	9.31	7.454	7.004	8.378	8.231	10.432	11.367	6.252	4.96	5.921	12.809	6.973	7.034	2.758	11.49	9.712	7.802	7.276	8.192	13.766	8.315	5.192	7.25	7.414	7.473	14.375	12.395	9.329	11.061	5.26	6.309	8.65	7.546	6.997	10.98	8.034	5.09	5.966	5.796	11.011	4.215	3.79	7.677	7.262	11.075	15.148	10.879	7.14	2.999	5.764	8.408	7.913	12.265	9.03	4.823	12.813	9.47	8.396	14.139	4.071	9.825	10.406	5.56	9.847	11.349	6.958	3.589	9.056	11.29	7.973	15.364	12.022	12.088	7.121	5.995	8.489	11.039	10.409	10.756	10.597	7.808	7.753	11.101	10.369	13.608	18.705	9.371	13.649	9.042	8.126	9.085	5.104	5.62	12.851	12.498	4.324	13.004	10.418	8.282	10.895	5.285	11.55	8.931	11.814	5.681	12.114	5.102	9.982	10.611	6.928	9.472	7.663	11.266	9.295	11.191	8.038	10.535	8.197	7.278	14.323	10.966	7.403	7.419	3.671	8.331	5.687	12.71	8.494	21.788	8.69	13.873	6.082	11.995	9.831	9.133	12.021	18.004	12.376	6.605	11.803	12.345	8.748	12.85	17.2	14.257	7.317	21.303	11.571	15.128	13.188	14.358	11.652	6.865	14.124	5.363	12.201	10.599	10.918	7.841	6.347	6.958	7.352	4.734	9.845	5.406	5.972	6.62	14.887	13.883	16.993	12.135	10.385	8.323	12.95	3.332	14.259	13.723	15.856	14.241	3.468	11.947	11.285	13.122	17.086	11.168
Adlercreutzia_equolifaciens	14.866	2.739	2.87	3.243	NA	13.984	9.177	NA	2.91	6.651	3.097	11.267	NA	NA	5.052	8.169	NA	44.186	4.027	NA	6.856	8.692	36.404	4.212	7.147	6.73	2.512	2.048	NA	12.66	7.391	2.209	8.011	11.506	20.62	6.961	4.811	7.886	3.498	9.998	3.96	NA	NA	4.205	60.603	107.62	19.652	10.076	36.703	2.382	9.251	NA	2.93	14.824	5.18	18.089	5.853	NA	3.227	42.116	2.613	1.882	9.552	9.885	10.171	12	18.886	16.571	NA	4.495	9.301	5.638	112.304	13.937	2.991	6.963	NA	9.836	17.2	NA	NA	2.323	NA	8.984	3.058	NA	NA	2.684	5.227	NA	3.419	5.163	3.817	2.899	2.872	2.279	2.765	3.672	3.294	20.173	3.159	3.742	3.952	3.126	3.719	NA	2.317	3.183	NA	NA	2.527	2.82	NA	13.894	10.982	NA	6.291	3.927	3.514	NA	NA	8.819	NA	4.739	2.299	3.66	NA	2.991	4.161	NA	2.776	14.092	10.97	3.826	NA	2.813	5.526	2.687	NA	4.906	7.595	NA	2.272	NA	2.437	1.986	4.905	2.789	6.365	NA	19.584	NA	3.904	NA	NA	5.023	4.358	5.453	NA	NA	11.376	2.861	4.667	5.438	4.762	3.036	5.807	3.771	3.622	NA	8.881	5.848	2.354	4.942	NA	3.386	7.788	7.896	2.351	NA	2.853	NA	NA	5.988	NA	4.018	NA	4.782	15.412	7.888	3.291	2.588	NA	42.967	2.129	3.815	3.385	NA	7.638	NA	2.261	NA	5.603	4.451	4.071
Agathobacter_ruminis	6.485	4.626	6.805	4.032	4.999	16.627	6.159	9.303	7.874	7.422	9.17	6.69	5.17	8.584	7.424	7.828	7.378	9.637	3.932	7.277	5.349	6.672	4.845	11.337	5.446	11.964	8.146	12.017	6.264	5.186	19.796	11.887	9.069	3.007	8.75	7.738	10.54	6.835	10.499	19.576	16.223	5.865	8.005	9.184	7.068	10.698	5.896	13.831	13.308	4.452	5.871	9.282	7.116	4.173	7.213	4.857	6.241	11.38	3.481	8.1	2.871	5.32	4.524	6.036	17.813	19.39	9.428	7.626	2.841	5.366	4.462	6.447	9.576	9.396	6.664	11.662	13.829	8.992	14.463	4.065	9.85	6.793	15.573	9.777	10.639	6.086	4.52	5.686	18.65	6.265	10.113	15.195	11.526	7.592	9.669	10.054	9.569	9.36	10.143	10.026	9.096	6.871	7.361	9.512	9.534	12.154	10.177	16.732	8.586	7.452	11.805	4.518	7.18	10.293	9.888	6.459	10.588	8.415	11.324	7.801	5.47	8.917	6.896	10.118	5.206	14.661	7.449	9.927	9.863	6.125	7.15	18.837	9.318	8.272	8.283	6.849	9.401	9.525	11.206	7.205	11.18	9.078	9.434	4.943	9.929	4.938	11.508	15.851	9.664	9.647	13.279	9.807	13.812	8.41	11.649	13.683	10.695	10.642	8.001	9.558	11.708	6.833	13.626	9.995	17.106	7.212	10.131	8.976	14.029	15.472	8.057	9.365	6.967	19.365	6.526	8.326	12.141	17.311	8.289	3.903	8.76	8.596	5.89	15.12	4.955	14.489	10.826	11.113	15.201	10.034	10.841	9.885	8.43	9.525	5.022	10.847	9.606	10.463	12.887	5.302	15.208	10.9	12.671	9.077	11.058
Agathobaculum_desmolans	NA	NA	11.116	NA	9.178	13.202	NA	9.523	NA	10.24	NA	5.973	NA	NA	NA	NA	NA	10.497	NA	NA	NA	NA	9.231	9.178	NA	8.749	NA	NA	NA	6.838	22.659	NA	NA	3.511	NA	12.089	NA	11.208	10.55	NA	NA	NA	8.019	NA	NA	NA	12.28	NA	NA	NA	NA	8.37	NA	NA	18.577	13.17	NA	NA	NA	13.989	NA	9.429	NA	NA	NA	20.287	15.294	16.603	2.559	NA	NA	NA	NA	NA	NA	22.428	NA	NA	NA	3.65	NA	9.877	7.942	NA	NA	5.754	3.761	8.238	NA	6.901	15.355	NA	NA	NA	NA	10.536	NA	NA	NA	13.114	9.364	NA	NA	12.238	NA	NA	NA	16.294	9.154	7.472	NA	4.964	3.677	NA	12.808	5.558	15.542	NA	NA	NA	4.58	10.317	10.887	NA	NA	14.576	3.707	12.013	NA	6.488	NA	NA	13.264	10.857	NA	NA	NA	10.672	7.425	NA	NA	NA	NA	8.207	NA	NA	NA	14.024	NA	NA	NA	6.703	NA	NA	10.436	NA	20.97	NA	5.821	11.024	NA	7.233	14.415	17.774	NA	NA	NA	NA	NA	14.468	14.313	NA	7.152	NA	4.356	11.843	NA	NA	7.098	4.725	NA	NA	4.545	10.045	3.756	NA	9.28	NA	NA	13.381	11.995	NA	8.333	16.24	4.532	NA	NA	NA	17.536	3.686	NA	NA	NA	16.942	NA
Akkermansia_glycaniphila	NA	NA	NA	NA	NA	NA	NA	2.593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.311	NA	NA	1.986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.127	1.891	NA	NA	26.816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.29	NA	NA	NA	NA	NA	NA	NA	NA	1.942	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.719	NA	NA	NA	NA	NA	NA	NA	NA	NA
Akkermansia_muciniphila	NA	NA	NA	NA	NA	17.142	NA	100.384	NA	NA	NA	NA	NA	NA	NA	NA	6.098	NA	NA	NA	29.269	NA	2.34	3.447	39.709	NA	105.577	NA	NA	30.652	NA	NA	NA	NA	NA	NA	NA	4.616	NA	3.308	NA	NA	NA	10.481	NA	69.19	76.676	NA	2.629	3034.108	NA	NA	NA	NA	NA	30.405	NA	NA	NA	NA	NA	NA	167.541	29.412	NA	NA	3.319	NA	NA	NA	NA	157.83	NA	47.423	NA	17.606	NA	NA	8.192	NA	NA	197.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.066	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.426	NA	NA	NA	3.096	NA	12.967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.965	NA	NA	2.469	NA	NA	NA	NA	70.488	NA	NA	NA	NA	NA	212.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.701	NA	NA	6.208	NA	NA	NA	NA	22.971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.73	NA	NA	3.299	31.726	103.503	3.71	NA	NA	NA	NA	NA	NA	NA	6.143
Akkermansia_muciniphila_CAG:154	NA	NA	NA	NA	NA	14.418	NA	93.644	NA	NA	NA	NA	NA	NA	NA	NA	4.989	NA	NA	NA	24.826	NA	NA	1.163	34.472	NA	97.092	NA	NA	27.418	NA	NA	NA	NA	NA	NA	NA	3.204	NA	NA	NA	NA	NA	8.239	NA	63.907	72.366	NA	NA	2704.976	NA	NA	NA	NA	NA	25.984	NA	NA	NA	NA	NA	NA	157.874	27.041	NA	NA	1.859	NA	NA	NA	NA	153.102	NA	45.945	NA	14.434	NA	NA	5.409	NA	NA	173.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.015	NA	NA	NA	1.477	NA	10.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.962	NA	NA	NA	NA	NA	NA	NA	61.536	NA	NA	NA	NA	NA	186.615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.564	NA	NA	NA	NA	18.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.241	NA	NA	1.663	29.207	96.552	2.092	NA	NA	NA	NA	NA	NA	NA	4.281
Akkermansia_sp._54_46	NA	NA	NA	NA	NA	13.416	NA	89.252	NA	NA	NA	NA	NA	NA	NA	NA	4.399	NA	NA	NA	23.098	NA	NA	1.043	32.059	NA	88.249	NA	NA	25.029	NA	NA	NA	NA	NA	NA	NA	2.921	NA	NA	NA	NA	NA	7.688	NA	59.472	67.306	NA	NA	2505.044	NA	NA	NA	NA	NA	24.542	NA	NA	NA	NA	NA	NA	144.526	24.74	NA	NA	1.703	NA	NA	NA	NA	139.51	NA	40.637	NA	13.778	NA	NA	4.998	NA	NA	163.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.676	NA	NA	NA	1.362	NA	9.566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.909	NA	NA	NA	NA	NA	NA	NA	57.344	NA	NA	NA	NA	NA	172.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.316	NA	NA	NA	NA	17.854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.976	NA	NA	1.557	26.996	90.221	1.961	NA	NA	NA	NA	NA	NA	NA	3.805
Akkermansia_sp._CAG:344	NA	NA	NA	NA	NA	6.76	NA	40.487	NA	NA	NA	NA	NA	NA	NA	NA	2.014	NA	NA	NA	10.98	NA	NA	NA	15.51	NA	215.92	NA	NA	59.986	NA	NA	NA	NA	NA	NA	NA	6.902	NA	NA	NA	NA	NA	3.583	NA	27.022	31.358	NA	NA	1214.702	NA	NA	NA	NA	NA	11.985	NA	NA	NA	NA	NA	NA	341.552	58.374	NA	NA	4.089	NA	NA	NA	NA	65.944	NA	18.969	NA	6.569	NA	NA	2.406	NA	NA	75.637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.161	NA	NA	NA	NA	NA	4.414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.006	NA	NA	NA	NA	NA	NA	NA	26.77	NA	NA	NA	NA	NA	82.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	8.156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.452	NA	NA	NA	12.261	212.847	NA	NA	NA	NA	NA	NA	NA	NA	1.78
Akkermansia_sp._KLE1605	NA	NA	NA	NA	NA	2.568	NA	12.866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.695	NA	NA	NA	5.048	NA	49.469	NA	NA	14.074	NA	NA	NA	NA	NA	NA	NA	1.927	NA	NA	NA	NA	NA	1.641	NA	9.011	9.849	NA	NA	368.363	NA	NA	NA	NA	NA	3.971	NA	NA	NA	NA	NA	NA	77.67	13.523	NA	NA	NA	NA	NA	NA	NA	20.209	NA	6.318	NA	2.702	NA	NA	NA	NA	NA	23.757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	8.53	NA	NA	NA	NA	NA	25.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.17	48.279	NA	NA	NA	NA	NA	NA	NA	NA	NA
Akkermansia_sp._KLE1797	NA	NA	NA	NA	NA	2.25	NA	12.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.485	NA	NA	NA	4.864	NA	49.07	NA	NA	13.797	NA	NA	NA	NA	NA	NA	NA	1.721	NA	NA	NA	NA	NA	1.325	NA	8.554	9.598	NA	NA	367.054	NA	NA	NA	NA	NA	3.805	NA	NA	NA	NA	NA	NA	77.358	13.305	NA	NA	NA	NA	NA	NA	NA	20.021	NA	6.022	NA	2.294	NA	NA	NA	NA	NA	23.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.833	NA	NA	NA	NA	NA	NA	NA	8.314	NA	NA	NA	NA	NA	25.234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.93	47.877	NA	NA	NA	NA	NA	NA	NA	NA	NA
Akkermansia_sp._KLE1798	NA	NA	NA	NA	NA	2.568	NA	12.883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.699	NA	NA	NA	5.059	NA	49.502	NA	NA	14.082	NA	NA	NA	NA	NA	NA	NA	1.929	NA	NA	NA	NA	NA	1.64	NA	9.017	9.862	NA	NA	369.064	NA	NA	NA	NA	NA	3.977	NA	NA	NA	NA	NA	NA	77.75	13.536	NA	NA	NA	NA	NA	NA	NA	20.226	NA	6.319	NA	2.705	NA	NA	NA	NA	NA	23.795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	8.543	NA	NA	NA	NA	NA	25.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.17	48.323	NA	NA	NA	NA	NA	NA	NA	NA	NA
